Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Location,DailyRate,HourlyRate,MonthlyRate,EnvironmentSatisfaction,Tenure_Years
53,No,Travel_Rarely,Support,17,High School,5,Female,4,5,Executive,2,Single,63416.0,10,Yes,11.0,1,3,1,4,4,0,8,9,Ahmedabad,1689,108,40098,4,0
47,No,Travel_Rarely,Engineering,14,PhD,2,Female,1,4,Lead,4,Single,177436.0,2,No,17.3,4,3,6,6,4,5,1,10,Ahmedabad,1515,85,20977,3,5
40,No,Travel_Rarely,Operations,29,MBA,5,Female,2,4,Executive,1,Divorced,212504.0,9,Yes,13.8,2,2,14,5,2,2,4,9,Jaipur,935,166,36806,2,2
32,No,Non-Travel,Sales,10,B.Tech,1,Female,1,5,Lead,1,Married,83292.0,0,No,20.7,3,2,6,4,3,3,1,8,Delhi,1103,103,41091,1,3
55,Yes,Non-Travel,Sales,28,Bachelor's,3,Female,4,4,Executive,3,Separated,194633.0,0,Yes,24.7,1,4,15,0,3,12,10,2,Bangalore,872,63,33376,2,12
22,No,Travel_Frequently,Finance,23,Master's,2,Male,1,4,Senior,3,Married,100172.0,5,No,14.9,4,3,8,4,4,7,7,6,Hyderabad,1664,75,20699,4,7
26,Yes,Non-Travel,Finance,2,MBA,2,Male,1,5,Senior,2,Single,79619.0,4,No,10.0,4,2,4,2,4,1,6,8,Bangalore,1559,152,28748,4,1
58,No,Travel_Frequently,Operations,8,PhD,3,Female,1,4,Manager,3,Separated,68183.0,0,No,20.1,3,4,2,3,2,2,2,7,Chandigarh,1543,154,20307,2,2
52,No,Travel_Rarely,R&D,11,Master's,5,Male,1,1,Specialist,3,Separated,235677.0,1,No,24.6,1,3,18,2,3,11,5,5,Pune,1148,176,21203,2,11
54,Yes,Travel_Frequently,Marketing,28,MBA,4,Male,1,3,Lead,2,Separated,37592.0,2,No,11.9,1,3,18,0,2,1,7,3,Mumbai,1279,144,13531,3,1
29,Yes,Travel_Frequently,Finance,19,Diploma,4,Female,1,5,Associate,3,Married,197469.0,2,Yes,13.5,4,1,25,5,3,15,6,8,Hyderabad,836,186,24053,2,15
28,Yes,Travel_Rarely,HR,22,Bachelor's,1,Female,4,3,Manager,2,Single,144483.0,10,Yes,21.0,1,4,14,1,3,11,5,10,Chandigarh,1763,175,18044,4,11
28,Yes,Non-Travel,Marketing,29,MBA,3,Male,1,1,Executive,3,Separated,89146.0,9,Yes,21.9,1,3,19,1,3,14,7,4,Bangalore,657,173,23118,0,14
25,Yes,Non-Travel,Support,26,M.Sc,1,Male,1,3,Manager,4,Divorced,164880.0,3,No,23.1,2,3,17,2,4,3,0,9,Kolkata,1636,106,48355,3,3
24,No,Travel_Rarely,Support,26,Diploma,3,Male,3,1,Executive,4,Separated,88503.0,9,Yes,22.4,4,2,19,5,3,15,8,7,Chandigarh,1084,93,24382,3,15
30,Yes,Non-Travel,Marketing,14,B.Tech,4,Female,1,3,Junior,3,Single,191478.0,0,No,11.5,3,1,19,5,2,11,0,8,Pune,1321,57,24556,0,11
49,Yes,Travel_Frequently,Marketing,21,Master's,4,Female,2,3,Manager,4,Married,87952.0,2,No,13.3,4,2,15,6,4,11,0,2,Jaipur,1488,187,14954,2,11
31,Yes,Travel_Rarely,Admin,1,Master's,1,Female,2,4,Analyst,2,Married,177761.0,1,Yes,24.8,3,4,5,2,3,3,10,7,Hyderabad,1928,161,43310,2,3
37,Yes,Non-Travel,IT,30,PhD,2,Female,1,2,Executive,4,Married,142031.0,8,Yes,20.2,1,2,12,0,3,4,6,3,Ahmedabad,1458,103,47157,4,4
58,No,Travel_Rarely,R&D,9,Diploma,1,Female,2,5,Manager,4,Single,154191.0,8,No,22.0,1,4,19,5,3,14,4,8,Delhi,1223,166,28593,2,14
41,No,Travel_Rarely,IT,21,Master's,2,Female,4,3,Manager,4,Separated,-5000.0,3,Yes,15.8,1,4,22,6,2,8,5,5,Pune,1120,170,10795,4,8
28,Yes,Travel_Rarely,Operations,2,PhD,5,Male,3,2,Senior,1,Divorced,137249.0,4,No,13.8,1,3,2,0,3,0,10,7,Chandigarh,624,184,37255,1,0
23,Yes,Travel_Frequently,Sales,20,Master's,3,Male,4,1,Analyst,4,Married,151825.0,6,Yes,13.5,3,3,17,0,3,1,1,3,Kolkata,1744,173,38720,1,1
40,No,Non-Travel,IT,1,Bachelor's,2,Female,4,1,Analyst,4,Divorced,201257.0,10,No,10.2,4,3,20,4,3,14,10,10,Pune,527,124,40008,4,14
49,Yes,Travel_Rarely,Sales,21,M.Sc,4,Female,4,2,Lead,1,Divorced,122776.0,2,No,21.0,1,1,22,2,1,13,1,5,Bangalore,1069,154,12119,4,13
40,No,Travel_Rarely,Operations,9,M.Sc,3,Female,3,3,Executive,3,Separated,45641.0,3,No,12.9,1,4,3,2,3,3,6,5,Jaipur,1586,73,34350,1,3
39,No,Travel_Frequently,Finance,26,High School,5,Male,4,3,Analyst,3,Separated,207222.0,5,Yes,22.1,1,2,15,3,3,13,8,4,Chandigarh,601,71,12355,1,13
37,No,Travel_Rarely,Engineering,20,Master's,2,Male,4,2,Executive,4,Divorced,138704.0,0,Yes,20.7,3,1,3,2,1,1,4,1,Jaipur,1355,51,41990,1,1
22,No,Travel_Frequently,Sales,28,PhD,5,Female,1,5,Specialist,1,Separated,59399.0,0,Yes,22.1,1,1,7,2,2,2,1,8,Chennai,1968,56,18603,4,2
27,Yes,Travel_Rarely,Admin,24,MBA,3,Male,1,2,Analyst,4,Divorced,104055.0,7,Yes,21.4,2,1,20,5,2,7,7,8,Chennai,882,176,26739,1,7
40,Yes,Travel_Frequently,Admin,12,MBA,4,Male,4,5,Lead,4,Married,67993.0,3,No,24.9,2,2,2,1,2,2,4,6,Kolkata,557,99,41860,2,2
36,Yes,Travel_Frequently,Admin,21,High School,4,Female,2,4,Senior,3,Separated,144844.0,3,Yes,15.1,2,3,2,3,4,0,10,8,Jaipur,862,63,23715,2,0
29,No,Travel_Rarely,IT,9,PhD,3,Male,3,2,Executive,2,Married,92978.0,6,No,10.3,4,4,23,2,4,6,5,10,Mumbai,1764,164,10379,2,6
38,No,Travel_Rarely,Sales,4,M.Sc,5,Male,3,5,Specialist,3,Separated,57233.0,10,No,22.7,3,4,19,2,2,6,1,1,Kolkata,1072,164,45094,4,6
43,Yes,Travel_Frequently,Engineering,18,Diploma,3,Female,3,1,Manager,4,Single,187403.0,4,Yes,17.5,1,1,16,0,2,14,5,7,Jaipur,1355,99,18724,4,14
30,No,Travel_Frequently,Support,2,M.Sc,4,Female,3,5,Lead,1,Separated,43120.0,7,Yes,12.7,4,2,24,5,1,14,6,4,Chennai,1282,184,32688,3,14
34,No,Travel_Frequently,HR,25,M.Sc,5,Male,1,2,Associate,4,Divorced,142805.0,1,Yes,21.7,2,2,0,2,2,0,4,7,Jaipur,1653,128,45326,2,0
51,No,Non-Travel,Finance,21,B.Tech,2,Male,2,1,Junior,4,Separated,144416.0,5,Yes,21.5,4,2,4,3,3,3,0,0,Delhi,591,156,13436,4,3
32,No,Travel_Frequently,Marketing,30,MBA,4,Female,1,3,Analyst,2,Separated,213563.0,5,Yes,12.1,3,4,12,6,3,0,9,7,Delhi,1066,110,34194,2,0
34,Yes,Travel_Frequently,Operations,19,MBA,4,Female,3,4,Specialist,4,Separated,84798.0,2,No,21.1,4,4,23,0,2,10,6,10,Bangalore,1318,143,10914,4,10
28,No,Travel_Rarely,Admin,13,Diploma,5,Male,3,3,Junior,3,Single,242301.0,3,No,15.6,4,3,5,1,2,2,4,2,Jaipur,1648,163,38310,3,2
28,Yes,Non-Travel,IT,8,M.Sc,1,Male,3,5,Junior,2,Divorced,154455.0,9,Yes,17.6,2,4,16,0,1,8,2,5,Kolkata,1130,142,30161,1,8
33,Yes,Non-Travel,HR,24,MBA,3,Female,3,2,Analyst,4,Married,134348.0,4,No,17.4,2,2,15,2,1,9,6,0,Bangalore,1399,123,15072,4,9
24,No,Non-Travel,HR,15,Master's,1,Female,3,4,Lead,2,Separated,197471.0,7,Yes,12.2,4,2,9,5,1,9,10,6,Mumbai,1205,193,36775,2,9
57,No,Non-Travel,Admin,3,PhD,4,Male,1,5,Lead,2,Separated,239265.0,4,Yes,11.2,1,4,4,3,2,2,10,6,Ahmedabad,1722,189,23245,2,2
25,Yes,Non-Travel,Admin,3,M.Sc,2,Female,4,2,Analyst,2,Single,179605.0,2,No,18.7,2,3,6,6,1,3,1,0,Delhi,1292,159,26077,2,3
46,No,Travel_Rarely,Engineering,29,M.Sc,1,Male,2,3,Specialist,2,Divorced,120872.0,0,Yes,17.9,4,2,11,3,1,3,9,7,Mumbai,1421,58,48588,2,3
24,Yes,Travel_Rarely,Admin,30,High School,1,Male,1,2,Executive,4,Single,59579.0,7,Yes,18.7,2,3,20,3,3,8,8,6,Bangalore,863,101,41632,1,8
33,No,Travel_Rarely,Marketing,8,Diploma,2,Female,2,4,Junior,1,Divorced,129948.0,1,No,12.5,4,1,25,5,3,2,5,8,Jaipur,775,107,45251,2,2
35,Yes,Non-Travel,Engineering,12,Master's,5,Male,4,2,Lead,1,Divorced,118791.0,2,Yes,21.9,3,2,13,4,1,1,0,9,Kolkata,725,137,20187,4,1
59,No,Non-Travel,HR,15,Master's,4,Female,1,3,Analyst,3,Single,156240.0,5,No,13.0,1,1,16,2,1,9,10,5,Ahmedabad,1800,90,35604,1,9
32,No,Travel_Frequently,Support,13,Diploma,1,Female,1,4,Manager,4,Married,154928.0,9,No,16.2,1,4,17,4,2,7,6,6,Jaipur,630,110,30377,1,7
22,Yes,Travel_Frequently,R&D,23,High School,5,Male,3,1,Associate,3,Divorced,154762.0,2,No,14.2,1,2,20,2,1,8,10,10,Bangalore,1915,163,44078,3,8
30,Yes,Travel_Frequently,Admin,1,B.Tech,4,Male,1,5,Specialist,1,Single,241271.0,3,No,21.2,1,2,23,2,1,13,2,6,Hyderabad,1207,76,21805,4,13
46,Yes,Travel_Frequently,Finance,500,Bachelor's,1,Male,1,1,Junior,3,Divorced,154623.0,10,No,11.6,4,3,0,5,4,0,5,5,Ahmedabad,1441,169,10469,3,0
32,Yes,Travel_Frequently,R&D,21,High School,1,Male,2,4,Senior,1,Married,105951.0,6,Yes,22.7,4,3,20,5,2,0,6,6,Chandigarh,566,119,36982,2,0
29,No,Travel_Rarely,Admin,27,Master's,2,Male,3,3,Junior,2,Married,142342.0,2,Yes,16.9,4,3,18,1,1,10,5,1,Bangalore,842,126,43368,3,10
60,Yes,Travel_Frequently,IT,22,B.Tech,2,Male,3,1,Analyst,1,Single,181723.0,6,Yes,17.3,1,2,25,5,3,1,7,9,Delhi,540,121,11425,1,1
43,No,Non-Travel,Support,3,Bachelor's,3,Female,1,2,Manager,4,Separated,64264.0,1,Yes,11.4,1,4,15,0,1,4,6,8,Chandigarh,1396,136,25774,3,4
59,Yes,Travel_Rarely,HR,16,M.Sc,5,Male,3,5,Junior,1,Married,187760.0,7,No,21.4,2,2,3,1,3,3,10,3,Mumbai,1596,100,43470,0,3
57,No,Travel_Rarely,Support,30,High School,5,Male,3,4,Lead,4,Married,130367.0,10,Yes,16.0,3,3,1,2,1,50,10,7,Chandigarh,1691,178,18034,2,50
29,No,Travel_Frequently,Sales,17,B.Tech,3,Male,3,4,Analyst,1,Divorced,239328.0,8,Yes,15.6,1,4,12,4,2,9,5,7,Bangalore,959,115,31587,4,9
29,Yes,Travel_Rarely,Support,26,M.Sc,1,Female,4,4,Manager,1,Separated,105636.0,7,No,24.7,4,1,20,2,1,11,1,5,Delhi,675,193,14639,2,11
43,No,Travel_Frequently,HR,25,B.Tech,2,Female,4,1,Specialist,3,Single,191757.0,3,Yes,19.6,3,3,9,4,2,5,1,0,Pune,1504,99,44258,4,5
51,Yes,Travel_Rarely,Marketing,19,B.Tech,5,Male,3,4,Analyst,4,Married,134801.0,5,Yes,23.7,4,4,1,3,2,1,9,6,Chandigarh,754,83,26877,1,1
47,No,Travel_Rarely,Finance,10,M.Sc,4,Male,1,3,Lead,4,Separated,245588.0,10,No,16.3,2,3,17,1,3,15,5,6,Chennai,1731,179,11605,1,15
33,No,Travel_Frequently,Sales,16,B.Tech,1,Female,1,3,Executive,1,Separated,189654.0,1,Yes,14.4,2,2,24,3,4,2,1,9,Hyderabad,569,77,36921,2,2
32,No,Non-Travel,IT,30,Bachelor's,1,Male,2,4,Senior,4,Divorced,31979.0,1,No,22.0,1,1,11,1,4,4,8,7,Jaipur,1842,133,12810,2,4
34,No,Travel_Frequently,Support,16,M.Sc,2,Male,4,5,Specialist,1,Separated,118298.0,2,Yes,17.3,4,2,12,4,2,2,1,0,Jaipur,1410,104,17228,1,2
52,No,Travel_Frequently,Finance,7,M.Sc,4,Female,1,3,Analyst,4,Single,171722.0,6,No,12.1,4,4,1,6,3,0,4,5,Chennai,1312,120,31105,4,0
43,Yes,Travel_Frequently,Admin,23,MBA,1,Female,4,1,Analyst,4,Married,240068.0,8,No,12.0,3,2,6,0,4,3,1,3,Chandigarh,1359,145,33138,3,3
27,Yes,Non-Travel,Sales,29,MBA,5,Male,4,1,Analyst,3,Married,26436.0,7,Yes,17.0,2,4,17,5,1,13,0,0,Mumbai,1005,96,28859,2,13
44,Yes,Non-Travel,Admin,30,M.Sc,3,Female,4,2,Associate,4,Single,-5000.0,0,Yes,19.5,2,2,4,3,2,0,1,5,Kolkata,1264,158,11643,1,0
32,No,Travel_Frequently,Operations,19,High School,5,Male,3,3,Executive,3,Married,100627.0,8,No,23.7,4,4,22,5,3,13,1,4,Kolkata,1316,66,44703,4,13
40,No,Travel_Frequently,Admin,21,Diploma,4,Female,2,5,Senior,3,Separated,73677.0,2,Yes,11.2,3,2,19,4,3,15,2,5,Kolkata,843,197,21262,4,15
60,No,Travel_Rarely,Finance,30,B.Tech,1,Female,1,3,Senior,2,Divorced,115201.0,4,No,20.2,4,4,14,1,2,0,10,1,Jaipur,1819,164,13621,2,0
22,Yes,Travel_Frequently,Support,10,B.Tech,5,Female,3,2,Associate,4,Separated,81739.0,6,Yes,19.7,3,2,23,5,3,6,5,1,Hyderabad,1763,79,42052,1,6
57,Yes,Travel_Frequently,R&D,25,Master's,5,Female,3,2,Associate,4,Divorced,171270.0,5,No,14.7,1,4,14,5,1,6,3,7,Mumbai,1619,135,44053,2,6
48,No,Travel_Frequently,R&D,28,M.Sc,3,Male,1,3,Analyst,4,Separated,134514.0,6,No,20.6,2,4,1,2,2,1,8,7,Kolkata,1663,129,42802,1,1
57,Yes,Travel_Rarely,Sales,15,M.Sc,2,Female,3,3,Analyst,3,Married,82460.0,8,No,18.6,4,1,9,1,3,4,8,5,Chennai,1275,85,37395,1,4
56,Yes,Travel_Rarely,Marketing,17,PhD,2,Male,4,5,Associate,3,Separated,233795.0,4,No,16.5,2,1,2,0,1,1,10,5,Kolkata,1480,173,21848,1,1
52,No,Non-Travel,Engineering,24,M.Sc,2,Male,2,1,Manager,1,Single,193878.0,5,No,15.9,3,3,10,1,4,8,0,8,Delhi,968,94,43574,3,8
46,No,Travel_Rarely,Support,15,Diploma,1,Male,1,1,Executive,2,Married,26672.0,3,No,14.7,3,3,15,5,4,9,7,7,Pune,1245,122,30475,4,9
42,No,Non-Travel,R&D,27,B.Tech,2,Female,4,5,Associate,4,Married,28727.0,10,No,11.9,1,2,6,5,1,6,6,5,Chennai,912,93,25541,4,6
36,No,Travel_Rarely,R&D,12,B.Tech,4,Female,1,5,Lead,2,Separated,27316.0,0,Yes,10.5,1,4,11,1,2,8,6,5,Chandigarh,1529,118,35261,3,8
40,No,Travel_Frequently,HR,27,High School,1,Male,4,5,Specialist,3,Separated,174585.0,9,No,11.2,2,3,24,2,3,13,7,5,Hyderabad,1425,107,20034,4,13
48,Yes,Non-Travel,HR,11,High School,2,Female,4,1,Senior,3,Married,150655.0,9,Yes,16.4,2,1,11,1,3,11,1,4,Jaipur,1829,173,27358,1,11
56,Yes,Travel_Rarely,Finance,15,Master's,3,Male,2,5,Lead,1,Separated,137994.0,1,Yes,20.9,3,2,11,5,1,11,6,7,Jaipur,707,191,25969,3,11
56,Yes,Travel_Rarely,Sales,13,PhD,4,Female,1,2,Associate,4,Married,76193.0,2,No,14.8,3,3,5,3,3,2,8,6,Mumbai,1434,181,30135,4,2
55,No,Travel_Frequently,Support,22,PhD,1,Male,2,4,Manager,4,Single,145159.0,3,No,19.7,1,2,25,5,1,9,1,7,Chandigarh,849,66,16968,1,9
45,Yes,Non-Travel,Sales,19,Master's,4,Male,4,5,Junior,2,Separated,42960.0,10,Yes,12.6,3,3,24,1,4,14,4,2,Pune,1256,146,42983,2,14
57,No,Travel_Rarely,HR,14,PhD,2,Female,3,1,Specialist,3,Separated,78487.0,9,Yes,16.9,4,1,5,0,1,3,0,9,Ahmedabad,1921,73,39738,2,3
53,Yes,Non-Travel,Support,12,PhD,1,Female,3,1,Lead,2,Married,206883.0,3,Yes,14.6,3,2,9,5,1,9,7,2,Ahmedabad,1725,196,33537,1,9
55,Yes,Non-Travel,HR,24,M.Sc,1,Male,4,5,Manager,3,Divorced,221053.0,3,No,17.2,1,1,1,3,1,1,6,0,Ahmedabad,1544,159,16594,2,1
54,Yes,Non-Travel,Support,16,High School,5,Male,3,3,Executive,1,Separated,203183.0,0,No,19.1,4,2,15,1,4,3,6,7,Chennai,1142,71,49738,1,3
36,Yes,Travel_Frequently,Operations,23,PhD,1,Female,1,5,Junior,3,Single,138233.0,3,Yes,18.9,3,3,13,1,4,3,10,3,Bangalore,932,183,30685,4,3
47,Yes,Travel_Frequently,Support,22,Diploma,3,Female,1,4,Specialist,1,Divorced,231798.0,9,No,10.2,2,4,19,5,2,12,8,1,Mumbai,1623,133,13191,2,12
35,No,Travel_Rarely,Sales,23,M.Sc,1,Female,2,3,Executive,3,Married,128906.0,6,No,23.7,4,2,21,2,3,6,2,2,Bangalore,1628,99,39189,2,6
56,Yes,Non-Travel,Engineering,16,Bachelor's,3,Female,4,5,Specialist,1,Single,126810.0,6,Yes,14.9,1,2,6,1,3,5,9,10,Ahmedabad,1591,177,14153,1,5
27,Yes,Non-Travel,Finance,12,Master's,5,Male,2,1,Lead,1,Single,194974.0,0,Yes,24.6,0,2,20,5,2,6,1,4,Jaipur,1606,137,29489,3,6
41,Yes,Non-Travel,Support,19,M.Sc,1,Male,1,1,Associate,1,Separated,137774.0,4,No,11.1,3,3,12,3,4,8,9,1,Kolkata,1037,169,49507,2,8
22,Yes,Travel_Rarely,Engineering,10,High School,1,Female,2,2,Executive,4,Single,160765.0,0,No,24.2,3,4,0,5,3,0,7,5,Delhi,1605,100,45363,1,0
26,Yes,Non-Travel,Operations,13,Diploma,4,Male,3,2,Executive,4,Divorced,157762.0,4,Yes,15.9,3,1,12,3,3,8,8,9,Chennai,1312,146,11594,2,8
25,No,Travel_Frequently,Support,30,Master's,1,Female,2,5,Executive,2,Divorced,56732.0,8,Yes,14.9,2,3,16,2,4,14,2,2,Kolkata,1621,153,21750,4,14
35,Yes,Non-Travel,Sales,2,M.Sc,4,Female,2,2,Manager,1,Separated,58729.0,8,Yes,17.4,3,1,22,2,4,15,6,0,Pune,786,59,10334,3,15
28,Yes,Travel_Rarely,Admin,10,Master's,5,Female,3,1,Junior,3,Married,80965.0,6,No,11.3,4,1,13,4,2,3,5,5,Jaipur,668,60,46839,1,3
49,No,Travel_Rarely,HR,1,MBA,2,Female,4,5,Analyst,1,Married,165764.0,3,No,24.7,1,2,7,0,4,3,9,9,Hyderabad,1064,121,14263,3,3
24,Yes,Non-Travel,Engineering,8,PhD,5,Female,3,1,Specialist,2,Divorced,150126.0,7,Yes,12.0,2,4,2,4,1,2,9,6,Ahmedabad,1875,109,25091,4,2
30,Yes,Travel_Rarely,Finance,11,Diploma,5,Male,2,5,Executive,2,Divorced,190667.0,10,Yes,24.1,4,3,10,0,2,5,3,2,Pune,1122,162,12879,1,5
56,No,Travel_Frequently,IT,26,MBA,3,Female,1,3,Junior,1,Separated,185627.0,8,No,15.3,2,4,0,3,1,0,8,1,Bangalore,655,149,37855,2,0
59,Yes,Travel_Frequently,Admin,28,M.Sc,1,Female,3,4,Executive,1,Single,51223.0,2,Yes,20.6,2,4,20,4,4,3,10,5,Bangalore,1987,112,48454,1,3
49,Yes,Travel_Frequently,R&D,21,Diploma,2,Female,4,4,Executive,3,Divorced,53265.0,5,Yes,23.7,3,4,25,1,1,9,4,9,Ahmedabad,530,139,26390,1,9
30,No,Non-Travel,Finance,17,B.Tech,5,Female,2,2,Associate,3,Divorced,233787.0,4,Yes,20.9,3,2,10,0,1,0,1,4,Chandigarh,1751,152,17762,1,0
40,Yes,Travel_Rarely,R&D,8,M.Sc,2,Male,1,1,Executive,1,Separated,158752.0,0,Yes,15.8,1,3,8,6,4,0,1,0,Delhi,1662,128,40091,2,0
34,Yes,Non-Travel,Operations,8,Diploma,1,Male,4,1,Manager,4,Married,40061.0,1,No,12.9,1,1,12,6,2,5,7,7,Kolkata,1962,53,36135,2,5
54,No,Travel_Rarely,R&D,15,Diploma,5,Female,3,1,Lead,2,Separated,105710.0,5,Yes,12.1,3,4,24,2,2,1,5,7,Delhi,1093,72,38777,1,1
43,Yes,Travel_Frequently,Engineering,9,High School,3,Female,2,5,Specialist,4,Separated,59708.0,6,Yes,11.1,1,4,25,1,4,10,6,6,Delhi,531,107,19019,1,10
48,No,Travel_Frequently,Operations,9,PhD,2,Female,2,1,Executive,4,Separated,0.0,5,Yes,14.3,5,1,21,0,3,4,6,3,Delhi,579,98,32652,3,4
55,No,Travel_Rarely,Support,17,Bachelor's,4,Female,3,2,Specialist,3,Separated,45200.0,1,Yes,10.0,1,1,20,3,3,13,3,7,Pune,1166,109,24565,1,13
37,Yes,Travel_Frequently,HR,9,Diploma,1,Female,2,2,Analyst,4,Single,39608.0,7,Yes,15.8,4,2,21,3,2,0,0,1,Kolkata,551,194,34687,4,0
22,Yes,Travel_Rarely,R&D,5,High School,3,Male,4,5,Specialist,2,Divorced,73770.0,1,Yes,14.4,1,4,11,0,2,3,10,9,Ahmedabad,774,73,29176,4,3
33,Yes,Travel_Rarely,Engineering,23,MBA,5,Female,4,3,Junior,2,Separated,177767.0,10,Yes,25.0,3,2,12,1,1,4,9,1,Ahmedabad,1107,184,42437,1,4
43,No,Non-Travel,Support,26,Bachelor's,3,Male,3,2,Manager,3,Single,41335.0,0,Yes,16.4,1,1,9,1,2,7,0,2,Kolkata,1711,150,49325,4,7
50,No,Travel_Frequently,IT,5,MBA,4,Male,1,5,Senior,4,Married,136783.0,9,No,10.8,2,2,2,6,4,0,8,3,Ahmedabad,912,185,35900,2,0
42,Yes,Travel_Frequently,Support,17,M.Sc,5,Male,2,5,Junior,2,Married,66200.0,0,Yes,13.7,3,4,25,6,3,9,9,3,Jaipur,751,110,14227,2,9
50,Yes,Travel_Frequently,Sales,28,High School,3,Male,3,5,Manager,2,Separated,216527.0,7,No,18.5,4,1,4,1,3,4,2,1,Hyderabad,530,98,35635,2,4
22,No,Non-Travel,Support,3,Master's,3,Male,4,3,Executive,3,Separated,143884.0,5,No,16.1,1,1,11,1,1,0,5,6,Pune,1905,131,32671,2,0
41,Yes,Travel_Rarely,Support,20,PhD,5,Female,3,1,Lead,4,Divorced,226562.0,2,Yes,19.8,1,4,23,0,3,7,7,0,Delhi,765,116,21077,3,7
56,Yes,Travel_Rarely,R&D,23,High School,3,Female,1,3,Analyst,4,Separated,56714.0,1,Yes,12.2,3,1,22,5,2,11,6,10,Pune,790,112,41627,2,11
35,No,Travel_Frequently,Operations,9,MBA,2,Male,4,3,Specialist,1,Single,363417.75,0,No,24.2,4,1,4,4,1,4,9,5,Pune,1218,91,14200,4,4
26,Yes,Non-Travel,IT,21,PhD,1,Female,2,4,Executive,3,Married,68491.0,5,Yes,23.6,2,1,9,3,1,8,4,5,Delhi,816,131,17280,5,8
49,No,Travel_Frequently,Operations,24,Master's,5,Male,3,5,Executive,3,Divorced,177798.0,0,No,10.4,1,4,8,1,4,5,5,8,Ahmedabad,1054,196,38444,2,5
46,Yes,Travel_Frequently,Support,1,MBA,4,Male,3,5,Specialist,4,Single,141213.0,5,No,10.5,3,4,13,0,1,12,3,1,Chandigarh,1689,188,19862,2,12
36,Yes,Travel_Frequently,HR,500,Diploma,1,Female,3,2,Associate,2,Married,216783.0,3,No,13.2,3,3,12,3,3,11,0,2,Pune,698,142,15561,3,11
51,No,Travel_Rarely,HR,25,MBA,4,Female,3,1,Manager,1,Divorced,231503.0,1,Yes,20.2,2,1,24,4,4,13,1,0,Jaipur,1412,180,33343,2,13
51,No,Non-Travel,Operations,4,M.Sc,4,Female,4,2,Manager,3,Divorced,136865.0,9,No,10.8,2,2,18,5,4,2,8,9,Hyderabad,688,105,37780,2,2
24,No,Travel_Rarely,Sales,500,B.Tech,1,Male,3,5,Analyst,2,Divorced,202545.0,10,Yes,13.1,4,2,24,2,1,1,9,10,Delhi,666,192,25538,1,1
47,Yes,Travel_Frequently,Finance,14,MBA,3,Male,4,2,Lead,1,Single,169904.0,3,Yes,23.4,2,2,18,0,3,0,5,2,Jaipur,1674,182,28853,1,0
55,No,Non-Travel,HR,25,M.Sc,1,Female,3,4,Executive,4,Divorced,230156.0,0,Yes,11.3,4,2,24,1,1,11,10,9,Delhi,935,133,35702,3,11
24,Yes,Travel_Rarely,Marketing,20,Bachelor's,5,Female,1,5,Lead,2,Married,163409.0,9,Yes,12.2,3,2,2,1,2,2,3,10,Mumbai,1453,53,10092,3,2
46,Yes,Non-Travel,R&D,16,Bachelor's,1,Female,1,2,Executive,4,Separated,171578.0,8,Yes,24.2,4,4,19,2,4,11,6,3,Kolkata,1675,196,41938,4,11
27,No,Travel_Rarely,Operations,18,MBA,3,Female,4,1,Executive,3,Separated,176960.0,9,No,23.8,4,1,19,5,4,2,4,4,Jaipur,1806,60,43814,3,2
47,Yes,Non-Travel,Sales,12,B.Tech,4,Male,2,3,Specialist,4,Divorced,248153.0,6,Yes,19.5,2,4,6,1,2,1,9,9,Chandigarh,1276,64,28207,2,1
24,Yes,Travel_Frequently,Admin,21,Diploma,2,Female,2,2,Manager,2,Married,180489.0,5,Yes,14.2,1,2,8,3,2,7,7,6,Chennai,703,74,30757,1,7
52,Yes,Non-Travel,IT,15,M.Sc,2,Male,4,3,Lead,1,Separated,35221.0,7,Yes,15.9,1,3,5,1,4,3,9,10,Delhi,1607,106,24896,2,3
29,Yes,Travel_Rarely,Support,22,MBA,2,Male,1,3,Specialist,3,Separated,33518.0,10,No,17.1,3,4,15,2,1,0,5,4,Ahmedabad,1575,139,26783,2,0
22,No,Travel_Frequently,Sales,17,M.Sc,1,Male,4,3,Executive,2,Single,162760.0,5,Yes,22.5,4,3,2,5,4,2,0,8,Jaipur,1893,84,32197,3,2
26,No,Travel_Rarely,Operations,8,MBA,4,Female,1,1,Executive,2,Divorced,245611.0,6,No,16.6,4,4,15,2,4,5,3,5,Chennai,1371,78,47548,2,5
45,No,Non-Travel,Support,25,Diploma,1,Female,1,4,Senior,2,Separated,153348.0,7,No,24.8,1,1,0,0,4,0,10,6,Mumbai,1582,86,45235,2,0
44,No,Non-Travel,IT,20,Diploma,2,Female,2,4,Lead,3,Divorced,224637.0,4,No,19.2,1,2,3,1,4,1,1,0,Pune,1410,71,47196,4,1
43,Yes,Non-Travel,Support,18,Bachelor's,3,Female,4,2,Analyst,1,Separated,106652.0,0,Yes,22.5,1,4,15,1,2,6,8,9,Jaipur,575,189,32150,2,6
